ingested_at,method,status,section,mock_relative_url,detail
2026-04-06T09:47:58.749613,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nfl-com-2026-nick-shook?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nfl-com-2026-nick-shook_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T09:48:07.321065,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nbc-sports-bayarea-2026-matt-maiocco?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nbc-sports-bayarea-2026-matt-maiocco_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:18.398575,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/packers-si-2026-bill-huber?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_packers-si-2026-bill-huber_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:23.903804,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/commanders-hogs-haven-2026-ryan-fowler?date=2026-04-04,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_commanders-hogs-haven-2026-ryan-fowler_date=2026-04-04.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:29.020382,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/chiefs-si-2026-jared-feinberg?date=2026-04-03,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_chiefs-si-2026-jared-feinberg_date=2026-04-03.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:34.636220,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/eagles-bleeding-green-nation-2026-ben-natan?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_eagles-bleeding-green-nation-2026-ben-natan_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:41.305865,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/raiders-just-blog-baby-2026-levi-dombro?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_raiders-just-blog-baby-2026-levi-dombro_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:47.499271,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/chiefs-arrowhead-addict-2026-braden-holecek?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_chiefs-arrowhead-addict-2026-braden-holecek_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:53.856734,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/buccaneers-pewter-plank-2026-josh-crysler?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_buccaneers-pewter-plank-2026-josh-crysler_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:03:59.572124,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/dolphins-si-2026-alain-poupart?date=2026-04-05,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_dolphins-si-2026-alain-poupart_date=2026-04-05.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:04.721352,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/steelers-steelers-wire-2026-curt-popejoy?date=2026-04-03,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_steelers-steelers-wire-2026-curt-popejoy_date=2026-04-03.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:09.655977,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/browns-dawgs-by-nature-2026-jared-mueller?date=2026-04-03,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_browns-dawgs-by-nature-2026-jared-mueller_date=2026-04-03.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:14.655323,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/steelers-steelers-wire-2026-curt-popejoy?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_steelers-steelers-wire-2026-curt-popejoy_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:20.288453,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/bears-bears-wire-2026-mike-pendleton?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_bears-bears-wire-2026-mike-pendleton_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:26.140343,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/packers-packers-wire-2026-zach-kruse?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_packers-packers-wire-2026-zach-kruse_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:31.578074,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/broncos-broncos-wire-2026-jon-heath?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_broncos-broncos-wire-2026-jon-heath_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:31.614172,uploaded_html,failed,,https://www.nflmockdraftdatabase.com/team-mock-drafts/2026/buccaneers-buccaneers-com-2026-brianna-dix?date=2026-04-02,Expecting property name enclosed in double quotes: line 1 column 15579 (char 15578)
2026-04-06T10:04:38.090904,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/vikings-purple-ptsd-2026-brevan-bane?date=2026-04-02,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_vikings-purple-ptsd-2026-brevan-bane_date=2026-04-02.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:43.896393,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/cowboys-blogging-the-boys-2026-brian-martin?date=2026-03-31,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_cowboys-blogging-the-boys-2026-brian-martin_date=2026-03-31.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:49.974846,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/seahawks-field-gulls-2026-doug-farrar?date=2026-03-31,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_seahawks-field-gulls-2026-doug-farrar_date=2026-03-31.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:04:56.920961,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/cowboys-the-landry-hat-2026-sayre-bedinger?date=2026-04-01,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_cowboys-the-landry-hat-2026-sayre-bedinger_date=2026-04-01.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:05:03.061165,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/lions-pride-of-detroit-2026-jimmy-liao?date=2026-04-01,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_lions-pride-of-detroit-2026-jimmy-liao_date=2026-04-01.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-06T10:05:09.030083,uploaded_html,ingested,team-mock-drafts,/team-mock-drafts/2026/ravens-twsn-2026-steve-bradshaw?date=2026-04-01,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_team-mock-drafts_2026_ravens-twsn-2026-steve-bradshaw_date=2026-04-01.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:15.703567,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nj-com-2026-cayden-steele?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nj-com-2026-cayden-steele_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:21.568259,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/detroitlions-com-2026-tim-twentyman?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_detroitlions-com-2026-tim-twentyman_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:21.595276,uploaded_html,failed,,https://www.nflmockdraftdatabase.com/mock-drafts/2026/98-5-the-sports-hub-2026-alex-barth?date=2026-04-06,Expecting ':' delimiter: line 1 column 15467 (char 15466)
2026-04-09T07:14:27.311586,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/seahawks-draft-blog-2026-rob-staton?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_seahawks-draft-blog-2026-rob-staton_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:33.067958,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/daily-lobo-2026-edge-garcia?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_daily-lobo-2026-edge-garcia_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:38.793886,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/bleacher-nation-2026-matt-rooney?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_bleacher-nation-2026-matt-rooney_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:44.910687,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/saturday-blitz-2026-nicholas-rome?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_saturday-blitz-2026-nicholas-rome_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:50.648422,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/cbs-2026-pete-prisco?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_cbs-2026-pete-prisco_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:14:56.813223,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/ftn-fantasy-2026-c-h-herms?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_ftn-fantasy-2026-c-h-herms_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:15:02.971417,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/pro-football-focus-2026-daire-carragher?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_pro-football-focus-2026-daire-carragher_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:15:08.939533,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/the-athletic-2026-nick-baumgardner?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_the-athletic-2026-nick-baumgardner_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:15:14.927266,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/fantasy-life-2026-kody-malstrom?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_fantasy-life-2026-kody-malstrom_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:15:21.014360,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/usa-today-2026-nate-davis?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_usa-today-2026-nate-davis_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:15:26.776500,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/fantasy-pros-2026-mike-fanelli?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_fantasy-pros-2026-mike-fanelli_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:22:32.699361,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nfl-spin-zone-2026-lou-scataglia?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nfl-spin-zone-2026-lou-scataglia_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:22:38.505833,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/gang-green-nation-2026-kyle-newman?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_gang-green-nation-2026-kyle-newman_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:22:44.343827,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/fox-sports-2026-nick-wright?date=2026-04-06,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_fox-sports-2026-nick-wright_date=2026-04-06.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:22:50.020594,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/draftplex-2026-jason-pruett?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_draftplex-2026-jason-pruett_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:22:55.826822,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/barstool-sports-2026-steven-cheah?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_barstool-sports-2026-steven-cheah_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:01.854936,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nashville-tennessean-2026-nick-suss?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nashville-tennessean-2026-nick-suss_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:07.616637,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/espn-2026-peter-schrager?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_espn-2026-peter-schrager_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:13.784007,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/usa-today-2026-tyler-dragon?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_usa-today-2026-tyler-dragon_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:19.644253,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/cbs-2026-j-p-acosta?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_cbs-2026-j-p-acosta_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:25.562632,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/last-man-standig-2026-ben-standig?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_last-man-standig-2026-ben-standig_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:31.550095,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/nfl-com-2026-rhett-lewis?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_nfl-com-2026-rhett-lewis_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:37.555114,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/clutch-points-2026-tim-crean?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_clutch-points-2026-tim-crean_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:43.653347,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/yahoo-2026-ben-fawkes?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_yahoo-2026-ben-fawkes_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:49.833419,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/draftwire-2026-curt-popejoy?date=2026-04-07,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_draftwire-2026-curt-popejoy_date=2026-04-07.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:23:55.636340,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/fantasy-life-2026-matthew-freedman?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_fantasy-life-2026-matthew-freedman_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:01.386697,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/northern-iowan-2026-sam-o-hair?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_northern-iowan-2026-sam-o-hair_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:07.129416,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/draft-countdown-2026-brian-lamb?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_draft-countdown-2026-brian-lamb_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:12.741588,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/pro-football-network-2026-jacob-infante?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_pro-football-network-2026-jacob-infante_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:18.142101,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/cbs-2026-garrett-podell?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_cbs-2026-garrett-podell_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:24.001316,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/newsweek-2026-tyler-erzberger?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_newsweek-2026-tyler-erzberger_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:29.886244,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/cbs-2026-tyler-sullivan?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_cbs-2026-tyler-sullivan_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
2026-04-09T07:24:29.912817,uploaded_html,failed,,https://www.nflmockdraftdatabase.com/mock-drafts/2026/bears-wire-2026-mike-pendleton?date=2026-04-08,Expecting ':' delimiter: line 1 column 15660 (char 15659)
2026-04-09T07:24:29.937101,uploaded_html,failed,,https://www.nflmockdraftdatabase.com/mock-drafts/2026/live-score-2026-matthew-gideon?date=2026-04-08,Expecting value: line 1 column 15449 (char 15448)
2026-04-09T07:24:35.826914,uploaded_html,ingested,mock-drafts,/mock-drafts/2026/espn-2026-james-meche?date=2026-04-08,Parsed from uploaded HTML file: view-source_https___www.nflmockdraftdatabase.com_mock-drafts_2026_espn-2026-james-meche_date=2026-04-08.html. URL auto-detected from HTML. Saved view-source HTML was unwrapped.
